product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory
Recubrimiento electrostático Poliéster Antibacterial,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-antibacterial/,https://www.pintuco.com.co/download/49794/?tmstv=1672344800,https://tienda.pintuco.com/,,Pintura en polvo Poliéster Antibacterial es un recubrimiento en polvo formulado a base de resina Poliéster.,,Pintura en polvo Poliéster Antibacterial es un recubrimiento en polvo formulado a base de resina Poliéster.,exterior,antibacterial | alto_cubrimiento,,,,,,,POLIESTER AZUL CRYSTAL CAJA 20 KG,10375417,85.5,db:vw_inventario_agente,POLIESTER AZUL CRYSTAL CAJA
Thinner para limpieza de equipos 21218,https://www.pintuco.com.co/productos/ajustador-para-limpieza-de-equipos-ref-21218/,https://www.pintuco.com.co/download/51354/?tmstv=1672344803,https://tienda.pintuco.com/,,"Thinner para limpieza de equipos 21218 es una mezcla balanceada de solventes aromático, alifático y oxigenados.",,"Thinner para limpieza de equipos 21218 es una mezcla balanceada de solventes aromático, alifático y oxigenados.",exterior,,,,,,,galón,THINNER LIMPIEZA DE EQUIPOS 21218 5G,10015605,90.87,db:vw_inventario_agente,THINNER LIMPIEZA DE EQUIPOS
Ajustador xilol Ref.21204,https://www.pintuco.com.co/productos/ajustador-xilol-ref-21204/,https://www.pintuco.com.co/download/51238/?tmstv=1672344801,https://tienda.pintuco.com/,,Ajustador Xilol Ref.21204 es un solvente aromático tipo Xilol.,,Ajustador Xilol Ref.21204 es un solvente aromático tipo Xilol.,exterior,,,ajustador,,,,1/4 galón | galón | 5 galones,AJUSTADOR XILOL 21204 GTA007/20L/AA7,5891066,91.3,backend_lookup,AJUSTADOR XILOL
Thinner para Nitro Ref. 21214,https://www.pintuco.com.co/productos/thinner-para-nitro-ref-21214/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-thinner-para-nitro-21214-1.pdf,https://tienda.pintuco.com/,,Thinner para Nitro Ref.,,Thinner para Nitro Ref.,exterior,,,,,,Contiene instrucciones de dilución en la página pública,5 galones,THINNER 1/2 BOTELLA,50000934,85.5,db:vw_inventario_agente,THINNER BOTELLA
Ajustador para Epóxicas 21209,https://www.pintuco.com.co/productos/ajustador-para-epoxicas-ref-21209/,https://www.pintuco.com.co/download/51231/?tmstv=1672344801,https://tienda.pintuco.com/,,"Ajustador para Epóxicas Ref.21209 es una mezcla balanceada de solventes aromáticos, ésteres y alcoholes.",,"Ajustador para Epóxicas Ref.21209 es una mezcla balanceada de solventes aromáticos, ésteres y alcoholes.",exterior,,,ajustador,,,,galón | 5 galones,AJUSTADOR UNIVERSAL,56254279,85.5,db:vw_inventario_agente,AJUSTADOR UNIVERSAL
Recubrimiento electrostático Epoxi Poliéster,https://www.pintuco.com.co/productos/pintura-electrostatica-epoxi-poliester/,https://www.pintuco.com.co/download/51358/?tmstv=1672344804,https://tienda.pintuco.com/,,"Pintura en polvo Epoxi Poliéster es un recubrimiento formulado en combinación de resina epóxica y poliéster, denominados HIBRIDOS.",,"Pintura en polvo Epoxi Poliéster es un recubrimiento formulado en combinación de resina epóxica y poliéster, denominados HIBRIDOS.",,alto_cubrimiento,,,,,,,POLIESTER COMBINADO 1/4,56254222,85.5,db:vw_inventario_agente,POLIESTER COMBINADO
Recubrimiento electrostático Poliéster Qualicoat,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-qualicoat/,https://www.pintuco.com.co/download/51360/?tmstv=1672344804,https://tienda.pintuco.com/,,Pintura en polvo Poliéster Qualicoat es un recubrimiento en polvo formulado a base de resina Poliéster.,,Pintura en polvo Poliéster Qualicoat es un recubrimiento en polvo formulado a base de resina Poliéster.,exterior,alto_cubrimiento,,,,,,,POLIESTER COMBINADO 1/4,56254222,85.5,db:vw_inventario_agente,POLIESTER COMBINADO
Recubrimiento electrostático Poliéster,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester/,https://www.pintuco.com.co/download/49796/?tmstv=1672344800,https://tienda.pintuco.com/,,Pintura en polvo Poliéster es un recubrimiento formulado a base de resina Poliéster.,,Pintura en polvo Poliéster es un recubrimiento formulado a base de resina Poliéster.,exterior,alto_cubrimiento,,,,,,,POLIESTER COMBINADO 1/4,56254222,85.5,db:vw_inventario_agente,POLIESTER COMBINADO
Textura acrílica Graniplast Premium Silcoplast,https://www.pintuco.com.co/productos/textura-acrilica-graniplast-premium-silcoplast/,https://www.pintuco.com.co/download/64557/?tmstv=1684166190,https://tienda.pintuco.com/,,"Graniplast Premium Silcoplast es un revestimiento plástico de acabado texturizado tipo perlita o carraplast, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistenci",,"Graniplast Premium Silcoplast es un revestimiento plástico de acabado texturizado tipo perlita o carraplast, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistenci",exterior,impermeable | durabilidad,,,,,"100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilidad de hasta 5 años en exterior siempre y cuando se sigan las recomendaciones de preparación de superficie y aplicación del producto",cuñete,BROCHA SUPERMAX PREMIUM 6 PULG,10004513,85.5,db:vw_inventario_agente,BROCHA SUPERMAX PREMIUM PULG
Acabado texturizado Graniplast Esgrafiado Estándar,https://www.pintuco.com.co/productos/acabado-texturizado-graniplast-esgrafiado-estandar/,https://www.pintuco.com.co/download/64536/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=texturas&&name_product=Acabado texturizado Graniplast Esgrafiado Estándar,"Graniplast Estándar Esgrafiado Graniplast Estándar Esgrafiado es un revestimiento plástico de acabado texturizado tipo rayado, elaborado con granos de cuarzo de tamaño controlado, resistente a la intemperie y con buena estabilidad del color, ofreciendo una durabilidad de hasta 3 años en exterior siempre y cuando se sig",,"Graniplast Estándar Esgrafiado Graniplast Estándar Esgrafiado es un revestimiento plástico de acabado texturizado tipo rayado, elaborado con granos de cuarzo de tamaño controlado, resistente a la intemperie y con buena estabilidad del color, ofreciendo una durabilidad de hasta 3 años en exterior siempre y cuando se sig",exterior,durabilidad,,,,,,cuñete,GRANIPLAST ESGRAFIADO ESTANDAR CAN 30 KG,10359447,85.71,backend_lookup,GRANIPLAST ESGRAFIADO ESTANDAR CAN
Acrolatex 50,https://www.pintuco.com.co/productos/acrolatex-50/,https://www.pintuco.com.co/download/64579/?tmstv=1672344835,https://tienda.pintuco.com/,,Acrolatex 50 es un ligante de alta calidad con excelente resistencia al agua y a la intemperie.,,Acrolatex 50 es un ligante de alta calidad con excelente resistencia al agua y a la intemperie.,exterior,,,,,,,,PQ ACROLATEX 50 3508 4K,5891003,90.0,db:vw_inventario_agente,ACROLATEX 3508 4K
Textura acrílica Graniplast Premium Graniacryl,https://www.pintuco.com.co/productos/textura-acrilica-graniplast-premium-graniacryl/,https://www.pintuco.com.co/wp-content/uploads/2020/04/graniplast-premium-graniacryl.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=texturas&&name_product=Textura acrílica Graniplast Premium Graniacryl,"Graniplast Premium Graniacryl es un revestimiento plástico de acabado texturizado tipo revoque fino coloreado, elaborado con copolímeros 100% acrílicos base agua y granos de mármol aglutinados de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protecci",,"Graniplast Premium Graniacryl es un revestimiento plástico de acabado texturizado tipo revoque fino coloreado, elaborado con copolímeros 100% acrílicos base agua y granos de mármol aglutinados de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protecci",mamposteria | exterior,impermeable | durabilidad,,,,,"100% acrílicos base agua y granos de mármol aglutinados de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilidad de hasta 5 años en exterior siempre y cuando se sigan las recomendaciones de preparación de superficie y aplicación del producto",cuñete,GRANIACRYL D TAMBOR 300 KILOS,10128819,85.5,db:vw_inventario_agente,GRANIACRYL D TAMBOR 300 KILOS
Sellador acrílico Sellomax Antialcalino,https://www.pintuco.com.co/productos/sellador-acrilico-sellomax/,https://www.pintuco.com.co/download/64406/?tmstv=1672344833,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Sellador acrílico Sellomax Antialcalino,"Sellomax es un recubrimiento acrílico base solvente con nanotecnología de alta penetración en el sustrato y excelente resistencia a intemperie, ataque de álcalis y humedad en superficies verticales.",,"Sellomax es un recubrimiento acrílico base solvente con nanotecnología de alta penetración en el sustrato y excelente resistencia a intemperie, ataque de álcalis y humedad en superficies verticales.",exterior,impermeable | alto_cubrimiento,,sellomax,,,,galón | 5 galones,SELLADOR MADERA POR 1/4,56253609,85.5,db:vw_inventario_agente,SELLADOR MADERA POR
Textura acrílica Graniplast Premium Esgrafiado,https://www.pintuco.com.co/productos/textura-acrilica-graniplast-premium-esgrafiado/,https://www.pintuco.com.co/download/66158/?tmstv=1684165341,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=texturas&&name_product=Textura acrílica Graniplast Premium Esgrafiado,"Graniplast Premium Esgrafiado es un revestimiento plástico de acabado texturizado tipo rayado, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilida",,"Graniplast Premium Esgrafiado es un revestimiento plástico de acabado texturizado tipo rayado, elaborado con copolímeros 100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilida",exterior,impermeable | durabilidad,,,,,"100% acrílicos base agua y granos de cuarzo de tamaño controlado, que forma una barrera impermeable a la lluvia y resistente a los rayos del sol ofreciendo máxima protección, resistencia y durabilidad de hasta 5 años en exterior siempre y cuando se sigan las recomendaciones de preparación de superficie y aplicación del producto",cuñete,BROCHA SUPERMAX PREMIUM 6 PULG,10004513,85.5,db:vw_inventario_agente,BROCHA SUPERMAX PREMIUM PULG
